求解函数 f(x1, x2) = 100(x2 - x1^2)^2 + (1 - x1)^2 的极小值
初始点: (0, 0)
收敛条件: 梯度范数 < 1.0E-4

最速下降法:
第4259次迭代 f(x_i) = 0.000003240414585, x_1 = 0.998199923197157, x_2 = 0.996401911556555
第4260次迭代 f(x_i) = 0.000003233718973, x_1 = 0.998204176094838, x_2 = 0.996402230797314
第4261次迭代 f(x_i) = 0.000003227036257, x_1 = 0.998203642897121, x_2 = 0.996409340449206
第4262次迭代 f(x_i) = 0.000003220367882, x_1 = 0.998207887243976, x_2 = 0.996409658910176
第4263次迭代 f(x_i) = 0.000003213713462, x_1 = 0.998207354890157, x_2 = 0.996416753007529
第4264次迭代 f(x_i) = 0.000003207073228, x_1 = 0.998211590177916, x_2 = 0.996417070953796
第4265次迭代 f(x_i) = 0.000003200445968, x_1 = 0.998211059042349, x_2 = 0.996424151270514
第4266次迭代 f(x_i) = 0.000003193832362, x_1 = 0.998215286014070, x_2 = 0.996424468340560
第4267次迭代 f(x_i) = 0.000003187233544, x_1 = 0.998214755566969, x_2 = 0.996431532649337
第4268次迭代 f(x_i) = 0.000003180648206, x_1 = 0.998218973330213, x_2 = 0.996431849300566
第4269次迭代 f(x_i) = 0.000003174075960, x_1 = 0.998218444312620, x_2 = 0.996438899413662
第4270次迭代 f(x_i) = 0.000003167517841, x_1 = 0.998222653370369, x_2 = 0.996439215404728
第4271次迭代 f(x_i) = 0.000003160972985, x_1 = 0.998222125342309, x_2 = 0.996446250976480
第4272次迭代 f(x_i) = 0.000003154441786, x_1 = 0.998226325810869, x_2 = 0.996446566259631
第4273次迭代 f(x_i) = 0.000003147924393, x_1 = 0.998225798718603, x_2 = 0.996453586755832
第4274次迭代 f(x_i) = 0.000003141420546, x_1 = 0.998229990330818, x_2 = 0.996453901475306
第4275次迭代 f(x_i) = 0.000003134929954, x_1 = 0.998229464411767, x_2 = 0.996460907398831
第4276次迭代 f(x_i) = 0.000003128453158, x_1 = 0.998233647283825, x_2 = 0.996461221506892
第4277次迭代 f(x_i) = 0.000003121989443, x_1 = 0.998233122438262, x_2 = 0.996468212936678
第4278次迭代 f(x_i) = 0.000003115539401, x_1 = 0.998237296685497, x_2 = 0.996468526385997
第4279次迭代 f(x_i) = 0.000003109102633, x_1 = 0.998236772814506, x_2 = 0.996475503400513
第4280次迭代 f(x_i) = 0.000003102679051, x_1 = 0.998240938551412, x_2 = 0.996475816144159
第4281次迭代 f(x_i) = 0.000003096269302, x_1 = 0.998240415630798, x_2 = 0.996482777837243
第4282次迭代 f(x_i) = 0.000003089873050, x_1 = 0.998244572356995, x_2 = 0.996483090136141
第4283次迭代 f(x_i) = 0.000003083489223, x_1 = 0.998244050755516, x_2 = 0.996490038248244
第4284次迭代 f(x_i) = 0.000003077118847, x_1 = 0.998248199199104, x_2 = 0.996490349748176
第4285次迭代 f(x_i) = 0.000003070762176, x_1 = 0.998247678352623, x_2 = 0.996497282698167
第4286次迭代 f(x_i) = 0.000003064418542, x_1 = 0.998251818014105, x_2 = 0.996497593659571
第4287次迭代 f(x_i) = 0.000003058087937, x_1 = 0.998251298364488, x_2 = 0.996504512202047
第4288次迭代 f(x_i) = 0.000003051770755, x_1 = 0.998255429357552, x_2 = 0.996504822578307
第4289次迭代 f(x_i) = 0.000003045466287, x_1 = 0.998254910807355, x_2 = 0.996511726790688
第4290次迭代 f(x_i) = 0.000003039175268, x_1 = 0.998259033244854, x_2 = 0.996512036535585
第4291次迭代 f(x_i) = 0.000003032897005, x_1 = 0.998258515697426, x_2 = 0.996518926494834
第4292次迭代 f(x_i) = 0.000003026631864, x_1 = 0.998262629691389, x_2 = 0.996519235562539
第4293次迭代 f(x_i) = 0.000003020379872, x_1 = 0.998262113050861, x_2 = 0.996526111345167
第4294次迭代 f(x_i) = 0.000003014140327, x_1 = 0.998266218712504, x_2 = 0.996526419690238
第4295次迭代 f(x_i) = 0.000003007914671, x_1 = 0.998265702956700, x_2 = 0.996533280402277
第4296次迭代 f(x_i) = 0.000003001701571, x_1 = 0.998269799791135, x_2 = 0.996533588282730
第4297次迭代 f(x_i) = 0.000002995501183, x_1 = 0.998269285285078, x_2 = 0.996540435638776
第4298次迭代 f(x_i) = 0.000002989313119, x_1 = 0.998273374008420, x_2 = 0.996540742706248
第4299次迭代 f(x_i) = 0.000002983139194, x_1 = 0.998272860242605, x_2 = 0.996547574550062
第4300次迭代 f(x_i) = 0.000002976977703, x_1 = 0.998276939988270, x_2 = 0.996547881248632
第4301次迭代 f(x_i) = 0.000002970828487, x_1 = 0.998276427610069, x_2 = 0.996554700295910
第4302次迭代 f(x_i) = 0.000002964691480, x_1 = 0.998280499463397, x_2 = 0.996555006092304
第4303次迭代 f(x_i) = 0.000002958568848, x_1 = 0.998279987710575, x_2 = 0.996561808821739
第4304次迭代 f(x_i) = 0.000002952458965, x_1 = 0.998284050207016, x_2 = 0.996562114459391
第4305次迭代 f(x_i) = 0.000002946360063, x_1 = 0.998283540180967, x_2 = 0.996568905200342
第4306次迭代 f(x_i) = 0.000002940274120, x_1 = 0.998287595001801, x_2 = 0.996569209847552
第4307次迭代 f(x_i) = 0.000002934201921, x_1 = 0.998287085415410, x_2 = 0.996575984429909
第4308次迭代 f(x_i) = 0.000002928142539, x_1 = 0.998291131101085, x_2 = 0.996576288827560
第4309次迭代 f(x_i) = 0.000002922094209, x_1 = 0.998290623052337, x_2 = 0.996583051562217
第4310次迭代 f(x_i) = 0.000002916058234, x_1 = 0.998294661276031, x_2 = 0.996583354882629
第4311次迭代 f(x_i) = 0.000002910036717, x_1 = 0.998294153528678, x_2 = 0.996590101026434
第4312次迭代 f(x_i) = 0.000002904027427, x_1 = 0.998298182467637, x_2 = 0.996590404192294
第4313次迭代 f(x_i) = 0.000002898029234, x_1 = 0.998297676466964, x_2 = 0.996597138081991
第4314次迭代 f(x_i) = 0.000002892043915, x_1 = 0.998301697561086, x_2 = 0.996597440382383
第4315次迭代 f(x_i) = 0.000002886071552, x_1 = 0.998301192159364, x_2 = 0.996604159083596
第4316次迭代 f(x_i) = 0.000002880111696, x_1 = 0.998305204554187, x_2 = 0.996604460956346
第4317次迭代 f(x_i) = 0.000002874163463, x_1 = 0.998304700434255, x_2 = 0.996611166553106
第4318次迭代 f(x_i) = 0.000002868227720, x_1 = 0.998308704829614, x_2 = 0.996611467657800
第4319次迭代 f(x_i) = 0.000002862304759, x_1 = 0.998308201450102, x_2 = 0.996618158622003
第4320次迭代 f(x_i) = 0.000002856393944, x_1 = 0.998312197360361, x_2 = 0.996618459211753
第4321次迭代 f(x_i) = 0.000002850495234, x_1 = 0.998311695151116, x_2 = 0.996625136270228
第4322次迭代 f(x_i) = 0.000002844609081, x_1 = 0.998315682682827, x_2 = 0.996625436301628
第4323次迭代 f(x_i) = 0.000002838734682, x_1 = 0.998315181552938, x_2 = 0.996632099527492
第4324次迭代 f(x_i) = 0.000002832872928, x_1 = 0.998319160811872, x_2 = 0.996632398957506
第4325次迭代 f(x_i) = 0.000002827022899, x_1 = 0.998318660671172, x_2 = 0.996639048423451
第4326次迭代 f(x_i) = 0.000002821185284, x_1 = 0.998322631762325, x_2 = 0.996639347209408
第4327次迭代 f(x_i) = 0.000002815359681, x_1 = 0.998322132521376, x_2 = 0.996645982987699
第4328次迭代 f(x_i) = 0.000002809545948, x_1 = 0.998326095548989, x_2 = 0.996646281087286
第4329次迭代 f(x_i) = 0.000002803744825, x_1 = 0.998325597162636, x_2 = 0.996652902670972
第4330次迭代 f(x_i) = 0.000002797955369, x_1 = 0.998329551868946, x_2 = 0.996653200223103
第4331次迭代 f(x_i) = 0.000002792178130, x_1 = 0.998329054566714, x_2 = 0.996659808083933
第4332次迭代 f(x_i) = 0.000002786412692, x_1 = 0.998333001055936, x_2 = 0.996660105046266
第4333次迭代 f(x_i) = 0.000002780659393, x_1 = 0.998332504749074, x_2 = 0.996666699255985
第4334次迭代 f(x_i) = 0.000002774917720, x_1 = 0.998336443124665, x_2 = 0.996666995586538
第4335次迭代 f(x_i) = 0.000002769188414, x_1 = 0.998335947795205, x_2 = 0.996673575285746
第4336次迭代 f(x_i) = 0.000002763471293, x_1 = 0.998339877578942, x_2 = 0.996673871233744
第4337次迭代 f(x_i) = 0.000002757764994, x_1 = 0.998339383537066, x_2 = 0.996680438639882
第4338次迭代 f(x_i) = 0.000002752070492, x_1 = 0.998343305771260, x_2 = 0.996680733693246
第4339次迭代 f(x_i) = 0.000002746388935, x_1 = 0.998342812286247, x_2 = 0.996687285411970
第4340次迭代 f(x_i) = 0.000002740719509, x_1 = 0.998346725555998, x_2 = 0.996687580288847
第4341次迭代 f(x_i) = 0.000002735060038, x_1 = 0.998346233692377, x_2 = 0.996694120489396
第4342次迭代 f(x_i) = 0.000002729412739, x_1 = 0.998350139614382, x_2 = 0.996694414390093
第4343次迭代 f(x_i) = 0.000002723778106, x_1 = 0.998349648135642, x_2 = 0.996700939053094
第4344次迭代 f(x_i) = 0.000002718155375, x_1 = 0.998353545299835, x_2 = 0.996701232693290
第4345次迭代 f(x_i) = 0.000002712542944, x_1 = 0.998353055267140, x_2 = 0.996707745970240
第4346次迭代 f(x_i) = 0.000002706941859, x_1 = 0.998356945282518, x_2 = 0.996708038554064
第4347次迭代 f(x_i) = 0.000002701354356, x_1 = 0.998356455508388, x_2 = 0.996714535873493
第4348次迭代 f(x_i) = 0.000002695777966, x_1 = 0.998360336614878, x_2 = 0.996714828291813
第4349次迭代 f(x_i) = 0.000002690212147, x_1 = 0.998359848468721, x_2 = 0.996721314180518
第4350次迭代 f(x_i) = 0.000002684657554, x_1 = 0.998363722269286, x_2 = 0.996721605640446
第4351次迭代 f(x_i) = 0.000002679116124, x_1 = 0.998363234525472, x_2 = 0.996728076111839
第4352次迭代 f(x_i) = 0.000002673585728, x_1 = 0.998367099620839, x_2 = 0.996728367323558
第4353次迭代 f(x_i) = 0.000002668066095, x_1 = 0.998366613401113, x_2 = 0.996734825581076
第4354次迭代 f(x_i) = 0.000002662558024, x_1 = 0.998370470816361, x_2 = 0.996735116040984
第4355次迭代 f(x_i) = 0.000002657061866, x_1 = 0.998369985291236, x_2 = 0.996741560220956
第4356次迭代 f(x_i) = 0.000002651576883, x_1 = 0.998373834555020, x_2 = 0.996741850174620
第4357次迭代 f(x_i) = 0.000002646103247, x_1 = 0.998373350141954, x_2 = 0.996748280975595
第4358次迭代 f(x_i) = 0.000002640641111, x_1 = 0.998377191353653, x_2 = 0.996748570382828
第4359次迭代 f(x_i) = 0.000002635190047, x_1 = 0.998376707968293, x_2 = 0.996754987873596
第4360次迭代 f(x_i) = 0.000002629750520, x_1 = 0.998380541226563, x_2 = 0.996755276694553
第4361次迭代 f(x_i) = 0.000002624322077, x_1 = 0.998380058785242, x_2 = 0.996761680943502
第4362次迭代 f(x_i) = 0.000002618904924, x_1 = 0.998383884188025, x_2 = 0.996761969138675
第4363次迭代 f(x_i) = 0.000002613499147, x_1 = 0.998383402649859, x_2 = 0.996768359654993
第4364次迭代 f(x_i) = 0.000002608104741, x_1 = 0.998387219945539, x_2 = 0.996768647359859
第4365次迭代 f(x_i) = 0.000002602721071, x_1 = 0.998386739492776, x_2 = 0.996775025155266
第4366次迭代 f(x_i) = 0.000002597348571, x_1 = 0.998390549127443, x_2 = 0.996775312155978
第4367次迭代 f(x_i) = 0.000002591987660, x_1 = 0.998390069412997, x_2 = 0.996781676356227
第4368次迭代 f(x_i) = 0.000002586637439, x_1 = 0.998393871135066, x_2 = 0.996781962788206
第4369次迭代 f(x_i) = 0.000002581298728, x_1 = 0.998393392451011, x_2 = 0.996788312946399
第4370次迭代 f(x_i) = 0.000002575971524, x_1 = 0.998397185796036, x_2 = 0.996788599051609
第4371次迭代 f(x_i) = 0.000002570654089, x_1 = 0.998396708444306, x_2 = 0.996794937307250
第4372次迭代 f(x_i) = 0.000002565348106, x_1 = 0.998400494416248, x_2 = 0.996795222592495
第4373次迭代 f(x_i) = 0.000002560053559, x_1 = 0.998400017626547, x_2 = 0.996801546562117
第4374次迭代 f(x_i) = 0.000002554770129, x_1 = 0.998403795415218, x_2 = 0.996801831442412
第4375次迭代 f(x_i) = 0.000002549496953, x_1 = 0.998403319835629, x_2 = 0.996808143086070
第4376次迭代 f(x_i) = 0.000002544234887, x_1 = 0.998407090095341, x_2 = 0.996808427243230
第4377次迭代 f(x_i) = 0.000002538984089, x_1 = 0.998406615221036, x_2 = 0.996814725119273
第4378次迭代 f(x_i) = 0.000002533744119, x_1 = 0.998410377489193, x_2 = 0.996815008794255
第4379次迭代 f(x_i) = 0.000002528514783, x_1 = 0.998409903730009, x_2 = 0.996821293584606
第4380次迭代 f(x_i) = 0.000002523296681, x_1 = 0.998413658102013, x_2 = 0.996821576738993
第4381次迭代 f(x_i) = 0.000002518088854, x_1 = 0.998413185310320, x_2 = 0.996827849397510
第4382次迭代 f(x_i) = 0.000002512891451, x_1 = 0.998416932434968, x_2 = 0.996828131715820
第4383次迭代 f(x_i) = 0.000002507706120, x_1 = 0.998416460218663, x_2 = 0.996834389375941
第4384次迭代 f(x_i) = 0.000002502531665, x_1 = 0.998420198739894, x_2 = 0.996834671546364
第4385次迭代 f(x_i) = 0.000002497366403, x_1 = 0.998419728078371, x_2 = 0.996840918736268
第4386次迭代 f(x_i) = 0.000002492211630, x_1 = 0.998423459878986, x_2 = 0.996841199825507
第4387次迭代 f(x_i) = 0.000002487069520, x_1 = 0.998422989402373, x_2 = 0.996847430897895
第4388次迭代 f(x_i) = 0.000002481938179, x_1 = 0.998426712238410, x_2 = 0.996847712038603
第4389次迭代 f(x_i) = 0.000002476815296, x_1 = 0.998426243641008, x_2 = 0.996853933368950
第4390次迭代 f(x_i) = 0.000002471703213, x_1 = 0.998429959938482, x_2 = 0.996854213355848
第4391次迭代 f(x_i) = 0.000002466603550, x_1 = 0.998429491371733, x_2 = 0.996860418712164
第4392次迭代 f(x_i) = 0.000002461514445, x_1 = 0.998433198895065, x_2 = 0.996860698673664
第4393次迭代 f(x_i) = 0.000002456434107, x_1 = 0.998432732088016, x_2 = 0.996866893862908
第4394次迭代 f(x_i) = 0.000002451364414, x_1 = 0.998436432914088, x_2 = 0.996867172768483
第4395次迭代 f(x_i) = 0.000002446306790, x_1 = 0.998435966283242, x_2 = 0.996873352499186
第4396次迭代 f(x_i) = 0.000002441259628, x_1 = 0.998439658523625, x_2 = 0.996873631303411
第4397次迭代 f(x_i) = 0.000002436221423, x_1 = 0.998439193493852, x_2 = 0.996879800984887
第4398次迭代 f(x_i) = 0.000002431193258, x_1 = 0.998442878314564, x_2 = 0.996880078594055
第4399次迭代 f(x_i) = 0.000002426173419, x_1 = 0.998442415388647, x_2 = 0.996886239020330
第4400次迭代 f(x_i) = 0.000002421164047, x_1 = 0.998446093785186, x_2 = 0.996886515463519
第4401次迭代 f(x_i) = 0.000002416167052, x_1 = 0.998445630837878, x_2 = 0.996892660094576
第4402次迭代 f(x_i) = 0.000002411180119, x_1 = 0.998449300598204, x_2 = 0.996892936488303
第4403次迭代 f(x_i) = 0.000002406202150, x_1 = 0.998448839341460, x_2 = 0.996899071071030
第4404次迭代 f(x_i) = 0.000002401234163, x_1 = 0.998452502518988, x_2 = 0.996899346396442
第4405次迭代 f(x_i) = 0.000002396278537, x_1 = 0.998452041426953, x_2 = 0.996905465158294
第4406次迭代 f(x_i) = 0.000002391333111, x_1 = 0.998455695818988, x_2 = 0.996905740527182
第4407次迭代 f(x_i) = 0.000002386396043, x_1 = 0.998455236555975, x_2 = 0.996911849725416
第4408次迭代 f(x_i) = 0.000002381469159, x_1 = 0.998458884541132, x_2 = 0.996912123956098
第4409次迭代 f(x_i) = 0.000002376554496, x_1 = 0.998458425294211, x_2 = 0.996918217472943
第4410次迭代 f(x_i) = 0.000002371649740, x_1 = 0.998462064678020, x_2 = 0.996918491673049
第4411次迭代 f(x_i) = 0.000002366753725, x_1 = 0.998461607170209, x_2 = 0.996924574879182
第4412次迭代 f(x_i) = 0.000002361868003, x_1 = 0.998465239783762, x_2 = 0.996924848141090
第4413次迭代 f(x_i) = 0.000002356993560, x_1 = 0.998464782577824, x_2 = 0.996930916927829
第4414次迭代 f(x_i) = 0.000002352128992, x_1 = 0.998468407103969, x_2 = 0.996931189919933
第4415次迭代 f(x_i) = 0.000002347273831, x_1 = 0.998467951232296, x_2 = 0.996937247616464
第4416次迭代 f(x_i) = 0.000002342428445, x_1 = 0.998471568831298, x_2 = 0.996937519766930
第4417次迭代 f(x_i) = 0.000002337594370, x_1 = 0.998471113445870, x_2 = 0.996943563012887
第4418次迭代 f(x_i) = 0.000002332770267, x_1 = 0.998474722806320, x_2 = 0.996943834987191
第4419次迭代 f(x_i) = 0.000002327955009, x_1 = 0.998474268895140, x_2 = 0.996949867625555
第4420次迭代 f(x_i) = 0.000002323149689, x_1 = 0.998477871502111, x_2 = 0.996950138689229
第4421次迭代 f(x_i) = 0.000002318355580, x_1 = 0.998477417930908, x_2 = 0.996956157008996
第4422次迭代 f(x_i) = 0.000002313571131, x_1 = 0.998481012477533, x_2 = 0.996956427825199
第4423次迭代 f(x_i) = 0.000002308795917, x_1 = 0.998480560295059, x_2 = 0.996962434803333
第4424次迭代 f(x_i) = 0.000002304030729, x_1 = 0.998484147729113, x_2 = 0.996962704906534
第4425次迭代 f(x_i) = 0.000002299275854, x_1 = 0.998483696169430, x_2 = 0.996968698806708
第4426次迭代 f(x_i) = 0.000002294530596, x_1 = 0.998487276047077, x_2 = 0.996968968427995
第4427次迭代 f(x_i) = 0.000002289795226, x_1 = 0.998486825503858, x_2 = 0.996974949897259
第4428次迭代 f(x_i) = 0.000002285069699, x_1 = 0.998490397912080, x_2 = 0.996975219001975
第4429次迭代 f(x_i) = 0.000002280353868, x_1 = 0.998489948312267, x_2 = 0.996981188101581
第4430次迭代 f(x_i) = 0.000002275647874, x_1 = 0.998493513337419, x_2 = 0.996981456655365
第4431次迭代 f(x_i) = 0.000002270951617, x_1 = 0.998493064608548, x_2 = 0.996987413446220
第4432次迭代 f(x_i) = 0.000002266264962, x_1 = 0.998496622336364, x_2 = 0.996987681415001
第4433次迭代 f(x_i) = 0.000002261588309, x_1 = 0.998496174445721, x_2 = 0.996993625437897
第4434次迭代 f(x_i) = 0.000002256921324, x_1 = 0.998499724636884, x_2 = 0.996993892950304
第4435次迭代 f(x_i) = 0.000002252263783, x_1 = 0.998499277759215, x_2 = 0.996999825143652
第4436次迭代 f(x_i) = 0.000002247615749, x_1 = 0.998502820823334, x_2 = 0.997000092003449
第4437次迭代 f(x_i) = 0.000002242977876, x_1 = 0.998502374704193, x_2 = 0.997006010713867
第4438次迭代 f(x_i) = 0.000002238349967, x_1 = 0.998505909879248, x_2 = 0.997006277311303
第4439次迭代 f(x_i) = 0.000002233730427, x_1 = 0.998505465027063, x_2 = 0.997012185723738
第4440次迭代 f(x_i) = 0.000002229120250, x_1 = 0.998508993765615, x_2 = 0.997012451340457
第4441次迭代 f(x_i) = 0.000002224521276, x_1 = 0.998508549134500, x_2 = 0.997018344984641
第4442次迭代 f(x_i) = 0.000002219931672, x_1 = 0.998512069633315, x_2 = 0.997018610532066
第4443次迭代 f(x_i) = 0.000002215350263, x_1 = 0.998511626584863, x_2 = 0.997024494564481
第4444次迭代 f(x_i) = 0.000002210778024, x_1 = 0.998515140811525, x_2 = 0.997024759066411
第4445次迭代 f(x_i) = 0.000002206217230, x_1 = 0.998514697884995, x_2 = 0.997030627946810
第4446次迭代 f(x_i) = 0.000002201665687, x_1 = 0.998518203722296, x_2 = 0.997030892471794
第4447次迭代 f(x_i) = 0.000002197122018, x_1 = 0.998517762517493, x_2 = 0.997036752202318
第4448次迭代 f(x_i) = 0.000002192587478, x_1 = 0.998521262245244, x_2 = 0.997037015617830
第4449次迭代 f(x_i) = 0.000002188064468, x_1 = 0.998520821088367, x_2 = 0.997042859499765
第4450次迭代 f(x_i) = 0.000002183551059, x_1 = 0.998524312934680, x_2 = 0.997043123193405
第4451次迭代 f(x_i) = 0.000002179048382, x_1 = 0.998523871906297, x_2 = 0.997048952027898
第4452次迭代 f(x_i) = 0.000002174555404, x_1 = 0.998527355413201, x_2 = 0.997049215746429
第4453次迭代 f(x_i) = 0.000002170069613, x_1 = 0.998526916103804, x_2 = 0.997055035498157
第4454次迭代 f(x_i) = 0.000002165593420, x_1 = 0.998530393538016, x_2 = 0.997055298115556
第4455次迭代 f(x_i) = 0.000002161128006, x_1 = 0.998529954222458, x_2 = 0.997061102949148
第4456次迭代 f(x_i) = 0.000002156671863, x_1 = 0.998533423485717, x_2 = 0.997061365524368
第4457次迭代 f(x_i) = 0.000002152223406, x_1 = 0.998532985786994, x_2 = 0.997067160872437
第4458次迭代 f(x_i) = 0.000002147784198, x_1 = 0.998536448819239, x_2 = 0.997067422443002
第4459次迭代 f(x_i) = 0.000002143355658, x_1 = 0.998536011260198, x_2 = 0.997073203350483
第4460次迭代 f(x_i) = 0.000002138936126, x_1 = 0.998539466288264, x_2 = 0.997073464812568
第4461次迭代 f(x_i) = 0.000002134524609, x_1 = 0.998539030268786, x_2 = 0.997079235522904
第4462次迭代 f(x_i) = 0.000002130122466, x_1 = 0.998542478713476, x_2 = 0.997079496173865
第4463次迭代 f(x_i) = 0.000002125730107, x_1 = 0.998542043088351, x_2 = 0.997085253947866
第4464次迭代 f(x_i) = 0.000002121346471, x_1 = 0.998545484203844, x_2 = 0.997085514169584
第4465次迭代 f(x_i) = 0.000002116971999, x_1 = 0.998545049632110, x_2 = 0.997091259975773
第4466次迭代 f(x_i) = 0.000002112606689, x_1 = 0.998548483499560, x_2 = 0.997091519736151
第4467次迭代 f(x_i) = 0.000002108250133, x_1 = 0.998548049875449, x_2 = 0.997097254134016
第4468次迭代 f(x_i) = 0.000002103902483, x_1 = 0.998551476888945, x_2 = 0.997097513244300
第4469次迭代 f(x_i) = 0.000002099564359, x_1 = 0.998551043968977, x_2 = 0.997103234632861
第4470次迭代 f(x_i) = 0.000002095235469, x_1 = 0.998554463388055, x_2 = 0.997103493472191
第4471次迭代 f(x_i) = 0.000002090914525, x_1 = 0.998554031666268, x_2 = 0.997109204931611
第4472次迭代 f(x_i) = 0.000002086602162, x_1 = 0.998557444895043, x_2 = 0.997109462805617
第4473次迭代 f(x_i) = 0.000002082300483, x_1 = 0.998557013400046, x_2 = 0.997115159510876
第4474次迭代 f(x_i) = 0.000002078007791, x_1 = 0.998560418378106, x_2 = 0.997115417459372
第4475次迭代 f(x_i) = 0.000002073722082, x_1 = 0.998559988665623, x_2 = 0.997121105240547
第4476次迭代 f(x_i) = 0.000002069445580, x_1 = 0.998563387608099, x_2 = 0.997121362163171
第4477次迭代 f(x_i) = 0.000002065179176, x_1 = 0.998562957932027, x_2 = 0.997127036119238
第4478次迭代 f(x_i) = 0.000002060921210, x_1 = 0.998566349288560, x_2 = 0.997127292800452
第4479次迭代 f(x_i) = 0.000002056671617, x_1 = 0.998565920916699, x_2 = 0.997132956081557
第4480次迭代 f(x_i) = 0.000002052430760, x_1 = 0.998569305578660, x_2 = 0.997133212083584
第4481次迭代 f(x_i) = 0.000002048199256, x_1 = 0.998568877829420, x_2 = 0.997138862554384
第4482次迭代 f(x_i) = 0.000002043976585, x_1 = 0.998572255064299, x_2 = 0.997139118252269
第4483次迭代 f(x_i) = 0.000002039761947, x_1 = 0.998571828487084, x_2 = 0.997144758155690
第4484次迭代 f(x_i) = 0.000002035556049, x_1 = 0.998575199181734, x_2 = 0.997145013113885
第4485次迭代 f(x_i) = 0.000002031359545, x_1 = 0.998574773098558, x_2 = 0.997150640322994
第4486次迭代 f(x_i) = 0.000002027171490, x_1 = 0.998578136522705, x_2 = 0.997150894915387
第4487次迭代 f(x_i) = 0.000002022991904, x_1 = 0.998577711541659, x_2 = 0.997156510868011
第4488次迭代 f(x_i) = 0.000002018821052, x_1 = 0.998581068080779, x_2 = 0.997156764909984
第4489次迭代 f(x_i) = 0.000002014658879, x_1 = 0.998580643903914, x_2 = 0.997162368831389
第4490次迭代 f(x_i) = 0.000002010505531, x_1 = 0.998583993327953, x_2 = 0.997162622446409
第4491次迭代 f(x_i) = 0.000002006360326, x_1 = 0.998583570123969, x_2 = 0.997168215220251
第4492次迭代 f(x_i) = 0.000002002223848, x_1 = 0.998586912816009, x_2 = 0.997168468224864
第4493次迭代 f(x_i) = 0.000001998096102, x_1 = 0.998586490288962, x_2 = 0.997174049079216
第4494次迭代 f(x_i) = 0.000001993976796, x_1 = 0.998589826019128, x_2 = 0.997174301596765
第4495次迭代 f(x_i) = 0.000001989866063, x_1 = 0.998589404374693, x_2 = 0.997179870923673
第4496次迭代 f(x_i) = 0.000001985763764, x_1 = 0.998592733219089, x_2 = 0.997180122924324
第4497次迭代 f(x_i) = 0.000001981670068, x_1 = 0.998592312394059, x_2 = 0.997185680778347
第4498次迭代 f(x_i) = 0.000001977584612, x_1 = 0.998595634428252, x_2 = 0.997185932232521
第4499次迭代 f(x_i) = 0.000001973507975, x_1 = 0.998595214419435, x_2 = 0.997191477882225
第4500次迭代 f(x_i) = 0.000001969439941, x_1 = 0.998598529227521, x_2 = 0.997191729006324
第4501次迭代 f(x_i) = 0.000001965379642, x_1 = 0.998598110307879, x_2 = 0.997197264317489
第4502次迭代 f(x_i) = 0.000001961327672, x_1 = 0.998601418759029, x_2 = 0.997197514684668
第4503次迭代 f(x_i) = 0.000001957284929, x_1 = 0.998601000323784, x_2 = 0.997203036786359
第4504次迭代 f(x_i) = 0.000001953250790, x_1 = 0.998604301210717, x_2 = 0.997203287009100
第4505次迭代 f(x_i) = 0.000001949223697, x_1 = 0.998603884110296, x_2 = 0.997208800195332
第4506次迭代 f(x_i) = 0.000001945204575, x_1 = 0.998607178469752, x_2 = 0.997209049298594
第4507次迭代 f(x_i) = 0.000001941192284, x_1 = 0.998606763193315, x_2 = 0.997214553796367
第4508次迭代 f(x_i) = 0.000001937188472, x_1 = 0.998610051611703, x_2 = 0.997214801958320
第4509次迭代 f(x_i) = 0.000001933194103, x_1 = 0.998609636494197, x_2 = 0.997220292728096
第4510次迭代 f(x_i) = 0.000001929208075, x_1 = 0.998612917285202, x_2 = 0.997220540800940
第4511次迭代 f(x_i) = 0.000001925229015, x_1 = 0.998612503600305, x_2 = 0.997226022646976
第4512次迭代 f(x_i) = 0.000001921257991, x_1 = 0.998615778594163, x_2 = 0.997226269722749
第4513次迭代 f(x_i) = 0.000001917296881, x_1 = 0.998615364985066, x_2 = 0.997231737478311
第4514次迭代 f(x_i) = 0.000001913343764, x_1 = 0.998618632202666, x_2 = 0.997231984555728
第4515次迭代 f(x_i) = 0.000001909397566, x_1 = 0.998618220223288, x_2 = 0.997237443040727
第4516次迭代 f(x_i) = 0.000001905459869, x_1 = 0.998621481303692, x_2 = 0.997237689307483
第4517次迭代 f(x_i) = 0.000001901530932, x_1 = 0.998621069669878, x_2 = 0.997243134828636
第4518次迭代 f(x_i) = 0.000001897610376, x_1 = 0.998624323422670, x_2 = 0.997243380888641
第4519次迭代 f(x_i) = 0.000001893696843, x_1 = 0.998623913032147, x_2 = 0.997248816908086
第4520次迭代 f(x_i) = 0.000001889791406, x_1 = 0.998627160790506, x_2 = 0.997249062102111
第4521次迭代 f(x_i) = 0.000001885895164, x_1 = 0.998626750663276, x_2 = 0.997254484795050
第4522次迭代 f(x_i) = 0.000001882006991, x_1 = 0.998629990944451, x_2 = 0.997254729873289
第4523次迭代 f(x_i) = 0.000001878125759, x_1 = 0.998629582199853, x_2 = 0.997260143489092
第4524次迭代 f(x_i) = 0.000001874252410, x_1 = 0.998632816627908, x_2 = 0.997260387646689
第4525次迭代 f(x_i) = 0.000001870388495, x_1 = 0.998632408087479, x_2 = 0.997265787284215
