求解函数 f(x1, x2) = 100(x2 - x1^2)^2 + (1 - x1)^2 的极小值
初始点: (0, 0)
收敛条件: 梯度范数 < 1.0E-4

最速下降法:
第2153次迭代 f(x_i) = 0.000289384122021, x_1 = 0.982988876547335, x_2 = 0.966259515052110
第2154次迭代 f(x_i) = 0.000288727776278, x_1 = 0.983031082791932, x_2 = 0.966261587135474
第2155次迭代 f(x_i) = 0.000288073051230, x_1 = 0.983027455641772, x_2 = 0.966335369841451
第2156次迭代 f(x_i) = 0.000287419840838, x_1 = 0.983069560866404, x_2 = 0.966337439840971
第2157次迭代 f(x_i) = 0.000286768249282, x_1 = 0.983065937373080, x_2 = 0.966411039704419
第2158次迭代 f(x_i) = 0.000286118120134, x_1 = 0.983107943729246, x_2 = 0.966413106660904
第2159次迭代 f(x_i) = 0.000285469683803, x_1 = 0.983104322505197, x_2 = 0.966486515645141
第2160次迭代 f(x_i) = 0.000284822695524, x_1 = 0.983146226539000, x_2 = 0.966488581449320
第2161次迭代 f(x_i) = 0.000284177322649, x_1 = 0.983142610864911, x_2 = 0.966561807655887
第2162次迭代 f(x_i) = 0.000283533422608, x_1 = 0.983184414661863, x_2 = 0.966563871381315
第2163次迭代 f(x_i) = 0.000282891133816, x_1 = 0.983180802924898, x_2 = 0.966636912609043
第2164次迭代 f(x_i) = 0.000282250313188, x_1 = 0.983222506410950, x_2 = 0.966638974426976
第2165次迭代 f(x_i) = 0.000281611085501, x_1 = 0.983218899087685, x_2 = 0.966711828781368
第2166次迭代 f(x_i) = 0.000280973362265, x_1 = 0.983260500854089, x_2 = 0.966713889541226
第2167次迭代 f(x_i) = 0.000280337146079, x_1 = 0.983256899069012, x_2 = 0.966786568287658
第2168次迭代 f(x_i) = 0.000279702402044, x_1 = 0.983298404499853, x_2 = 0.966788625384903
第2169次迭代 f(x_i) = 0.000279069284091, x_1 = 0.983294804200933, x_2 = 0.966861110615813
第2170次迭代 f(x_i) = 0.000278437648863, x_1 = 0.983336206312974, x_2 = 0.966863167733078
第2171次迭代 f(x_i) = 0.000277807468292, x_1 = 0.983332613266759, x_2 = 0.966935486578861
第2172次迭代 f(x_i) = 0.000277178716304, x_1 = 0.983373922857391, x_2 = 0.966937538359034
第2173次迭代 f(x_i) = 0.000276551667545, x_1 = 0.983370328702436, x_2 = 0.967009653484699
第2174次迭代 f(x_i) = 0.000275926079513, x_1 = 0.983411531168801, x_2 = 0.967011707482805
第2175次迭代 f(x_i) = 0.000275301851007, x_1 = 0.983407948183541, x_2 = 0.967083664252939
第2176次迭代 f(x_i) = 0.000274679095556, x_1 = 0.983449059701523, x_2 = 0.967085712377335
第2177次迭代 f(x_i) = 0.000274057987896, x_1 = 0.983445474427812, x_2 = 0.967157470584577
第2178次迭代 f(x_i) = 0.000273438303379, x_1 = 0.983486482473809, x_2 = 0.967159519332078
第2179次迭代 f(x_i) = 0.000272820047693, x_1 = 0.983482905754540, x_2 = 0.967231112337243
第2180次迭代 f(x_i) = 0.000272203214935, x_1 = 0.983523820917243, x_2 = 0.967233156456019
第2181次迭代 f(x_i) = 0.000271587999963, x_1 = 0.983520244124939, x_2 = 0.967304556442809
第2182次迭代 f(x_i) = 0.000270974189871, x_1 = 0.983561057239499, x_2 = 0.967306600721179
第2183次迭代 f(x_i) = 0.000270361814535, x_1 = 0.983557488431621, x_2 = 0.967377831144645
第2184次迭代 f(x_i) = 0.000269750877057, x_1 = 0.983598206626982, x_2 = 0.967379872088824
第2185次迭代 f(x_i) = 0.000269141461334, x_1 = 0.983594639882264, x_2 = 0.967450918444662
第2186次迭代 f(x_i) = 0.000268533460681, x_1 = 0.983635259392301, x_2 = 0.967452958097982
第2187次迭代 f(x_i) = 0.000267926910498, x_1 = 0.983631698009661, x_2 = 0.967523833712975
第2188次迭代 f(x_i) = 0.000267321739970, x_1 = 0.983672223798262, x_2 = 0.967525869681540
第2189次迭代 f(x_i) = 0.000266718132300, x_1 = 0.983668664125589, x_2 = 0.967596556895088
第2190次迭代 f(x_i) = 0.000266115921642, x_1 = 0.983709089049721, x_2 = 0.967598592937418
第2191次迭代 f(x_i) = 0.000265515097234, x_1 = 0.983705537015662, x_2 = 0.967669118111126
第2192次迭代 f(x_i) = 0.000264915637027, x_1 = 0.983745871346225, x_2 = 0.967671149135807
第2193次迭代 f(x_i) = 0.000264317775882, x_1 = 0.983742318909696, x_2 = 0.967741479105011
第2194次迭代 f(x_i) = 0.000263721300222, x_1 = 0.983782550098153, x_2 = 0.967743511616393
第2195次迭代 f(x_i) = 0.000263126139095, x_1 = 0.983779007848049, x_2 = 0.967813684637249
第2196次迭代 f(x_i) = 0.000262532377223, x_1 = 0.983819149384171, x_2 = 0.967815711907845
第2197次迭代 f(x_i) = 0.000261940157798, x_1 = 0.983815606339470, x_2 = 0.967885690978080
第2198次迭代 f(x_i) = 0.000261349342858, x_1 = 0.983855645667324, x_2 = 0.967887719514768
第2199次迭代 f(x_i) = 0.000260759803129, x_1 = 0.983852112252208, x_2 = 0.967957546142864
第2200次迭代 f(x_i) = 0.000260171628944, x_1 = 0.983892064780320, x_2 = 0.967959568243029
第2201次迭代 f(x_i) = 0.000259585046344, x_1 = 0.983888528722400, x_2 = 0.968029194092819
第2202次迭代 f(x_i) = 0.000258999847459, x_1 = 0.983928376559347, x_2 = 0.968031218972980
第2203次迭代 f(x_i) = 0.000258415858928, x_1 = 0.983924852420416, x_2 = 0.968100706281721
第2204次迭代 f(x_i) = 0.000257833168301, x_1 = 0.983964619454119, x_2 = 0.968102721931024
第2205次迭代 f(x_i) = 0.000257252212377, x_1 = 0.983961088241642, x_2 = 0.968171992168137
第2206次迭代 f(x_i) = 0.000256672589579, x_1 = 0.984000744727678, x_2 = 0.968174013823562
第2207次迭代 f(x_i) = 0.000256094078623, x_1 = 0.983997231093297, x_2 = 0.968243157598505
第2208次迭代 f(x_i) = 0.000255516898089, x_1 = 0.984036809345028, x_2 = 0.968245168968887
第2209次迭代 f(x_i) = 0.000254941429468, x_1 = 0.984033286775975, x_2 = 0.968314094437738
第2210次迭代 f(x_i) = 0.000254367285283, x_1 = 0.984072755094560, x_2 = 0.968316111751097
第2211次迭代 f(x_i) = 0.000253794237114, x_1 = 0.984069250031577, x_2 = 0.968384911488624
第2212次迭代 f(x_i) = 0.000253222510567, x_1 = 0.984108640538194, x_2 = 0.968386918551890
第2213次迭代 f(x_i) = 0.000252652473689, x_1 = 0.984105126473309, x_2 = 0.968455504507081
第2214次迭代 f(x_i) = 0.000252083716569, x_1 = 0.984144409553158, x_2 = 0.968457516487740
第2215次迭代 f(x_i) = 0.000251516111724, x_1 = 0.984140911481271, x_2 = 0.968525969495318
第2216次迭代 f(x_i) = 0.000250949811136, x_1 = 0.984180113815871, x_2 = 0.968527972963838
第2217次迭代 f(x_i) = 0.000250385123643, x_1 = 0.984176609919855, x_2 = 0.968596217091620
第2218次迭代 f(x_i) = 0.000249821766013, x_1 = 0.984215705209959, x_2 = 0.968598225529488
第2219次迭代 f(x_i) = 0.000249259482211, x_1 = 0.984212217005935, x_2 = 0.968666346207799
第2220次迭代 f(x_i) = 0.000248698462603, x_1 = 0.984251236984014, x_2 = 0.968668343620354
第2221次迭代 f(x_i) = 0.000248139160170, x_1 = 0.984247738781243, x_2 = 0.968736244705441
第2222次迭代 f(x_i) = 0.000247581120051, x_1 = 0.984286648753007, x_2 = 0.968738248836331
第2223次迭代 f(x_i) = 0.000247024130718, x_1 = 0.984283169278580, x_2 = 0.968806034216220
第2224次迭代 f(x_i) = 0.000246468374129, x_1 = 0.984321990658790, x_2 = 0.968808025730404
第2225次迭代 f(x_i) = 0.000245913472375, x_1 = 0.984318539580381, x_2 = 0.968875726863589
第2226次迭代 f(x_i) = 0.000245359798766, x_1 = 0.984357282829567, x_2 = 0.968877700570321
第2227次迭代 f(x_i) = 0.000244807168811, x_1 = 0.984353851890422, x_2 = 0.968945282059543
第2228次迭代 f(x_i) = 0.000244255826263, x_1 = 0.984392509265004, x_2 = 0.968947245275480
第2229次迭代 f(x_i) = 0.000243705544356, x_1 = 0.984389094108534, x_2 = 0.969014704169601
第2230次迭代 f(x_i) = 0.000243156498311, x_1 = 0.984427676561982, x_2 = 0.969016656720599
第2231次迭代 f(x_i) = 0.000242609128512, x_1 = 0.984424251845884, x_2 = 0.969083897940297
第2232次迭代 f(x_i) = 0.000242063007385, x_1 = 0.984462725100122, x_2 = 0.969085857354115
第2233次迭代 f(x_i) = 0.000241517895022, x_1 = 0.984459319275026, x_2 = 0.969152983583369
第2234次迭代 f(x_i) = 0.000240974019015, x_1 = 0.984497719539064, x_2 = 0.969154931594050
第2235次迭代 f(x_i) = 0.000240431817448, x_1 = 0.984494302734010, x_2 = 0.969221842023026
第2236次迭代 f(x_i) = 0.000239890810434, x_1 = 0.984532595815382, x_2 = 0.969223796112946
第2237次迭代 f(x_i) = 0.000239350869855, x_1 = 0.984529196847309, x_2 = 0.969290584260613
第2238次迭代 f(x_i) = 0.000238812153424, x_1 = 0.984567413639702, x_2 = 0.969292528863263
第2239次迭代 f(x_i) = 0.000238275026073, x_1 = 0.984564007224390, x_2 = 0.969359105808895
第2240次迭代 f(x_i) = 0.000237739160898, x_1 = 0.984602116790801, x_2 = 0.969361056751699
第2241次迭代 f(x_i) = 0.000237204260344, x_1 = 0.984598728333736, x_2 = 0.969427520427797
第2242次迭代 f(x_i) = 0.000236670581199, x_1 = 0.984636766469752, x_2 = 0.969429459655930
第2243次迭代 f(x_i) = 0.000236138546875, x_1 = 0.984633366925008, x_2 = 0.969495701500848
第2244次迭代 f(x_i) = 0.000235607760904, x_1 = 0.984671303814550, x_2 = 0.969497649454150
第2245次迭代 f(x_i) = 0.000235078389161, x_1 = 0.984667901163990, x_2 = 0.969563710079102
第2246次迭代 f(x_i) = 0.000234550182146, x_1 = 0.984705744178423, x_2 = 0.969565657962368
第2247次迭代 f(x_i) = 0.000234023227677, x_1 = 0.984702349740543, x_2 = 0.969631559221236
第2248次迭代 f(x_i) = 0.000233497519869, x_1 = 0.984740102797817, x_2 = 0.969633505163474
第2249次迭代 f(x_i) = 0.000232973037158, x_1 = 0.984736712739206, x_2 = 0.969699252581278
第2250次迭代 f(x_i) = 0.000232449715388, x_1 = 0.984774381634078, x_2 = 0.969701193758627
第2251次迭代 f(x_i) = 0.000231927792478, x_1 = 0.984770992007254, x_2 = 0.969766759647147
第2252次迭代 f(x_i) = 0.000231407074532, x_1 = 0.984808564255243, x_2 = 0.969768702514445
第2253次迭代 f(x_i) = 0.000230887468736, x_1 = 0.984805185210847, x_2 = 0.969834130838393
第2254次迭代 f(x_i) = 0.000230369039777, x_1 = 0.984842677798681, x_2 = 0.969836066890067
第2255次迭代 f(x_i) = 0.000229852041058, x_1 = 0.984839295619504, x_2 = 0.969901308157919
第2256次迭代 f(x_i) = 0.000229336208568, x_1 = 0.984876691033999, x_2 = 0.969903246400263
第2257次迭代 f(x_i) = 0.000228821484843, x_1 = 0.984873320461383, x_2 = 0.969968350332822
第2258次迭代 f(x_i) = 0.000228307937582, x_1 = 0.984910635573626, x_2 = 0.969970282318838
第2259次迭代 f(x_i) = 0.000227795775482, x_1 = 0.984907262830588, x_2 = 0.970035202856337
第2260次迭代 f(x_i) = 0.000227284784720, x_1 = 0.984944482063515, x_2 = 0.970037136608318
第2261次迭代 f(x_i) = 0.000226774888621, x_1 = 0.984941120128560, x_2 = 0.970101920946054
第2262次迭代 f(x_i) = 0.000226266147000, x_1 = 0.984978260229484, x_2 = 0.970103848079760
第2263次迭代 f(x_i) = 0.000225758799927, x_1 = 0.984974895608630, x_2 = 0.970168447123704
第2264次迭代 f(x_i) = 0.000225252611028, x_1 = 0.985011939114448, x_2 = 0.970170376617399
第2265次迭代 f(x_i) = 0.000224747485328, x_1 = 0.985008586341210, x_2 = 0.970234842798134
第2266次迭代 f(x_i) = 0.000224243511641, x_1 = 0.985045551781060, x_2 = 0.970236765363192
第2267次迭代 f(x_i) = 0.000223740920756, x_1 = 0.985042195738923, x_2 = 0.970301047525386
第2268次迭代 f(x_i) = 0.000223239464052, x_1 = 0.985079065672271, x_2 = 0.970302972127354
第2269次迭代 f(x_i) = 0.000222739082407, x_1 = 0.985075721043951, x_2 = 0.970367119244089
第2270次迭代 f(x_i) = 0.000222239842539, x_1 = 0.985112511984828, x_2 = 0.970369037616911
第2271次迭代 f(x_i) = 0.000221741946479, x_1 = 0.985109165493450, x_2 = 0.970433000989666
第2272次迭代 f(x_i) = 0.000221245223083, x_1 = 0.985145860032343, x_2 = 0.970434922081821
第2273次迭代 f(x_i) = 0.000220749489388, x_1 = 0.985142525899436, x_2 = 0.970498758765565
第2274次迭代 f(x_i) = 0.000220254899257, x_1 = 0.985179136408795, x_2 = 0.970500671403564
第2275次迭代 f(x_i) = 0.000219761197271, x_1 = 0.985175820387838, x_2 = 0.970564399865362
第2276次迭代 f(x_i) = 0.000219268627691, x_1 = 0.985212361895303, x_2 = 0.970566301534925
第2277次迭代 f(x_i) = 0.000218777541863, x_1 = 0.985209036042004, x_2 = 0.970629825399172
第2278次迭代 f(x_i) = 0.000218287568210, x_1 = 0.985245475322729, x_2 = 0.970631733071750
第2279次迭代 f(x_i) = 0.000217798500018, x_1 = 0.985242167324052, x_2 = 0.970695146349103
第2280次迭代 f(x_i) = 0.000217310553365, x_1 = 0.985278536451300, x_2 = 0.970697043863983
第2281次迭代 f(x_i) = 0.000216824048496, x_1 = 0.985275219807608, x_2 = 0.970760261066158
第2282次迭代 f(x_i) = 0.000216338614626, x_1 = 0.985311490531873, x_2 = 0.970762162868696
第2283次迭代 f(x_i) = 0.000215854164412, x_1 = 0.985308189096820, x_2 = 0.970825258428444
第2284次迭代 f(x_i) = 0.000215370817666, x_1 = 0.985344385425416, x_2 = 0.970827152450608
第2285次迭代 f(x_i) = 0.000214888824772, x_1 = 0.985341079355203, x_2 = 0.970890063909959
第2286次迭代 f(x_i) = 0.000214407910441, x_1 = 0.985377180986026, x_2 = 0.970891960563481
第2287次迭代 f(x_i) = 0.000213928006904, x_1 = 0.985373887161652, x_2 = 0.970954747576051
第2288次迭代 f(x_i) = 0.000213449156307, x_1 = 0.985409914946347, x_2 = 0.970956636394044
第2289次迭代 f(x_i) = 0.000212971688060, x_1 = 0.985406616832753, x_2 = 0.971019232145240
第2290次迭代 f(x_i) = 0.000212495327540, x_1 = 0.985442545671977, x_2 = 0.971021125971650
第2291次迭代 f(x_i) = 0.000212019845826, x_1 = 0.985439263826374, x_2 = 0.971083608782530
第2292次迭代 f(x_i) = 0.000211545475872, x_1 = 0.985475122265128, x_2 = 0.971085493247802
第2293次迭代 f(x_i) = 0.000211072457786, x_1 = 0.985471833142929, x_2 = 0.971147787293678
第2294次迭代 f(x_i) = 0.000210600502059, x_1 = 0.985507596132039, x_2 = 0.971149675214919
第2295次迭代 f(x_i) = 0.000210129501741, x_1 = 0.985504320944036, x_2 = 0.971211845293821
第2296次迭代 f(x_i) = 0.000209659599538, x_1 = 0.985540009079238, x_2 = 0.971213726334020
第2297次迭代 f(x_i) = 0.000209190955492, x_1 = 0.985536730830762, x_2 = 0.971275719303100
第2298次迭代 f(x_i) = 0.000208723394192, x_1 = 0.985572326900738, x_2 = 0.971277602302239
第2299次迭代 f(x_i) = 0.000208256797047, x_1 = 0.985569059667997, x_2 = 0.971339473417789
第2300次迭代 f(x_i) = 0.000207791220481, x_1 = 0.985604584123691, x_2 = 0.971341348112448
第2301次迭代 f(x_i) = 0.000207327004415, x_1 = 0.985601311738782, x_2 = 0.971403031388839
第2302次迭代 f(x_i) = 0.000206863829818, x_1 = 0.985636739658444, x_2 = 0.971404910528465
第2303次迭代 f(x_i) = 0.000206401555952, x_1 = 0.985633482791008, x_2 = 0.971466478187891
第2304次迭代 f(x_i) = 0.000205940349618, x_1 = 0.985668839283420, x_2 = 0.971468349146664
第2305次迭代 f(x_i) = 0.000205480429921, x_1 = 0.985665577261434, x_2 = 0.971529734784478
第2306次迭代 f(x_i) = 0.000205021556279, x_1 = 0.985700840406892, x_2 = 0.971531608787895
第2307次迭代 f(x_i) = 0.000204563604832, x_1 = 0.985697591598406, x_2 = 0.971592872770124
第2308次迭代 f(x_i) = 0.000204106715295, x_1 = 0.985732781601032, x_2 = 0.971594739679970
第2309次迭代 f(x_i) = 0.000203651059215, x_1 = 0.985729529374605, x_2 = 0.971655829512004
第2310次迭代 f(x_i) = 0.000203196435669, x_1 = 0.985764629106890, x_2 = 0.971657698122158
第2311次迭代 f(x_i) = 0.000202742771802, x_1 = 0.985761387734829, x_2 = 0.971718663319711
第2312次迭代 f(x_i) = 0.000202290118951, x_1 = 0.985796414342284, x_2 = 0.971720525043107
第2313次迭代 f(x_i) = 0.000201838721333, x_1 = 0.985793169979453, x_2 = 0.971781316792276
第2314次迭代 f(x_i) = 0.000201388319181, x_1 = 0.985828106364677, x_2 = 0.971783180406326
第2315次迭代 f(x_i) = 0.000200938886815, x_1 = 0.985824873419254, x_2 = 0.971843844945739
第2316次迭代 f(x_i) = 0.000200490473390, x_1 = 0.985859734819548, x_2 = 0.971845702830897
第2317次迭代 f(x_i) = 0.000200043247222, x_1 = 0.985856500760672, x_2 = 0.971906201605971
第2318次迭代 f(x_i) = 0.000199597022144, x_1 = 0.985891274812907, x_2 = 0.971908060137888
第2319次迭代 f(x_i) = 0.000199151781749, x_1 = 0.985888050006294, x_2 = 0.971968428696669
第2320次迭代 f(x_i) = 0.000198707534613, x_1 = 0.985922748935918, x_2 = 0.971970281782870
第2321次迭代 f(x_i) = 0.000198264469608, x_1 = 0.985919523592802, x_2 = 0.972030485158024
第2322次迭代 f(x_i) = 0.000197822398841, x_1 = 0.985954135049020, x_2 = 0.972032339166873
第2323次迭代 f(x_i) = 0.000197381290230, x_1 = 0.985950919686945, x_2 = 0.972092409720123
第2324次迭代 f(x_i) = 0.000196941217399, x_1 = 0.985985454023736, x_2 = 0.972094259507751
第2325次迭代 f(x_i) = 0.000196502223074, x_1 = 0.985982239875224, x_2 = 0.972154177233128
第2326次迭代 f(x_i) = 0.000196064220887, x_1 = 0.986016692295782, x_2 = 0.972156025337060
第2327次迭代 f(x_i) = 0.000195627247745, x_1 = 0.986013483532507, x_2 = 0.972215803803628
第2328次迭代 f(x_i) = 0.000195191235321, x_1 = 0.986047858541897, x_2 = 0.972217648045102
第2329次迭代 f(x_i) = 0.000194756343933, x_1 = 0.986044652139048, x_2 = 0.972277266304629
第2330次迭代 f(x_i) = 0.000194322469972, x_1 = 0.986078940286553, x_2 = 0.972279111579693
第2331次迭代 f(x_i) = 0.000193889491471, x_1 = 0.986075743549663, x_2 = 0.972338609047091
第2332次迭代 f(x_i) = 0.000193457477443, x_1 = 0.986109961414436, x_2 = 0.972340447055573
第2333次迭代 f(x_i) = 0.000193026670247, x_1 = 0.986106761439928, x_2 = 0.972399768114432
第2334次迭代 f(x_i) = 0.000192596862544, x_1 = 0.986140887455689, x_2 = 0.972401609893303
第2335次迭代 f(x_i) = 0.000192167860348, x_1 = 0.986137701630902, x_2 = 0.972460825454844
第2336次迭代 f(x_i) = 0.000191739815017, x_1 = 0.986171762591409, x_2 = 0.972462657525878
第2337次迭代 f(x_i) = 0.000191313041850, x_1 = 0.986168569244198, x_2 = 0.972521690414667
第2338次迭代 f(x_i) = 0.000190887195859, x_1 = 0.986202537931424, x_2 = 0.972523526678501
第2339次迭代 f(x_i) = 0.000190462195141, x_1 = 0.986199360006809, x_2 = 0.972582446467417
第2340次迭代 f(x_i) = 0.000190038183379, x_1 = 0.986233258482776, x_2 = 0.972584275844448
第2341次迭代 f(x_i) = 0.000189615300494, x_1 = 0.986230077517351, x_2 = 0.972643031324710
第2342次迭代 f(x_i) = 0.000189193361960, x_1 = 0.986263890648190, x_2 = 0.972644861589019
第2343次迭代 f(x_i) = 0.000188772338403, x_1 = 0.986260719284777, x_2 = 0.972703495345293
第2344次迭代 f(x_i) = 0.000188352232155, x_1 = 0.986294461579775, x_2 = 0.972705319245619
第2345次迭代 f(x_i) = 0.000187933289363, x_1 = 0.986291288380144, x_2 = 0.972763786094892
第2346次迭代 f(x_i) = 0.000187515280774, x_1 = 0.986324942991405, x_2 = 0.972765612272923
第2347次迭代 f(x_i) = 0.000187098134131, x_1 = 0.986321781740672, x_2 = 0.972823964318006
第2348次迭代 f(x_i) = 0.000186681911638, x_1 = 0.986355367639380, x_2 = 0.972825783260947
第2349次迭代 f(x_i) = 0.000186266853404, x_1 = 0.986352203102733, x_2 = 0.972883965390753
第2350次迭代 f(x_i) = 0.000185852725771, x_1 = 0.986385700660407, x_2 = 0.972885787148410
第2351次迭代 f(x_i) = 0.000185439428141, x_1 = 0.986382548896563, x_2 = 0.972943859248290
第2352次迭代 f(x_i) = 0.000185027042367, x_1 = 0.986415979771035, x_2 = 0.972945672946321
第2353次迭代 f(x_i) = 0.000184615839235, x_1 = 0.986412823520082, x_2 = 0.973003569206049
第2354次迭代 f(x_i) = 0.000184205574177, x_1 = 0.986446163599011, x_2 = 0.973005387165361
第2355次迭代 f(x_i) = 0.000183796067849, x_1 = 0.986443022581658, x_2 = 0.973063180128776
第2356次迭代 f(x_i) = 0.000183387502199, x_1 = 0.986476297917862, x_2 = 0.973064989247901
第2357次迭代 f(x_i) = 0.000182980095126, x_1 = 0.986473150881197, x_2 = 0.973122608044380
第2358次迭代 f(x_i) = 0.000182573605113, x_1 = 0.986506337420688, x_2 = 0.973124420613377
第2359次迭代 f(x_i) = 0.000182167902404, x_1 = 0.986503204293039, x_2 = 0.973181932766419
第2360次迭代 f(x_i) = 0.000181763115258, x_1 = 0.986536325159645, x_2 = 0.973183737168273
第2361次迭代 f(x_i) = 0.000181359471007, x_1 = 0.986533187094221, x_2 = 0.973241080052220
第2362次迭代 f(x_i) = 0.000180956716258, x_1 = 0.986566221073068, x_2 = 0.973242887137052
第2363次迭代 f(x_i) = 0.000180554782495, x_1 = 0.986563095834699, x_2 = 0.973300117149668
第2364次迭代 f(x_i) = 0.000180153761943, x_1 = 0.986596061437077, x_2 = 0.973301917637756
第2365次迭代 f(x_i) = 0.000179753818392, x_1 = 0.986592933799193, x_2 = 0.973358988086403
第2366次迭代 f(x_i) = 0.000179354761863, x_1 = 0.986625816044605, x_2 = 0.973360789667794
第2367次迭代 f(x_i) = 0.000178956560427, x_1 = 0.986622698526612, x_2 = 0.973417741890684
第2368次迭代 f(x_i) = 0.000178559243222, x_1 = 0.986655511343878, x_2 = 0.973419537607477
第2369次迭代 f(x_i) = 0.000178162990328, x_1 = 0.986652392626868, x_2 = 0.973476334987640
第2370次迭代 f(x_i) = 0.000177767597651, x_1 = 0.986685123814946, x_2 = 0.973478131120639
第2371次迭代 f(x_i) = 0.000177373090030, x_1 = 0.986682014307506, x_2 = 0.973534804084950
第2372次迭代 f(x_i) = 0.000176979469107, x_1 = 0.986714673259641, x_2 = 0.973536595973982
第2373次迭代 f(x_i) = 0.000176586841469, x_1 = 0.986711565351096, x_2 = 0.973593120739296
第2374次迭代 f(x_i) = 0.000176195107105, x_1 = 0.986744144321797, x_2 = 0.973594912406925
第2375次迭代 f(x_i) = 0.000175804226734, x_1 = 0.986741044379900, x_2 = 0.973651314017149
第2376次迭代 f(x_i) = 0.000175414228290, x_1 = 0.986773552681337, x_2 = 0.973653100844044
第2377次迭代 f(x_i) = 0.000175025227974, x_1 = 0.986770453170376, x_2 = 0.973709355601592
第2378次迭代 f(x_i) = 0.000174637079943, x_1 = 0.986802883049048, x_2 = 0.973711141613621
第2379次迭代 f(x_i) = 0.000174249827477, x_1 = 0.986799790599144, x_2 = 0.973767269859732
第2380次迭代 f(x_i) = 0.000173863423252, x_1 = 0.986832148569665, x_2 = 0.973769051854460
第2381次迭代 f(x_i) = 0.000173478007571, x_1 = 0.986829058340691, x_2 = 0.973825030372113
第2382次迭代 f(x_i) = 0.000173093486754, x_1 = 0.986861334976545, x_2 = 0.973826813222031
第2383次迭代 f(x_i) = 0.000172709750720, x_1 = 0.986858254304785, x_2 = 0.973882678951935
第2384次迭代 f(x_i) = 0.000172326873191, x_1 = 0.986890464832726, x_2 = 0.973884455041195
第2385次迭代 f(x_i) = 0.000171945039444, x_1 = 0.986887381632671, x_2 = 0.973940162622003
第2386次迭代 f(x_i) = 0.000171564053226, x_1 = 0.986919509534897, x_2 = 0.973941940414270
第2387次迭代 f(x_i) = 0.000171183856434, x_1 = 0.986916437328262, x_2 = 0.973997539478462
第2388次迭代 f(x_i) = 0.000170804482636, x_1 = 0.986948500437505, x_2 = 0.973999310037826
第2389次迭代 f(x_i) = 0.000170426184339, x_1 = 0.986945425027051, x_2 = 0.974054747708371
第2390次迭代 f(x_i) = 0.000170048710459, x_1 = 0.986977404164914, x_2 = 0.974056520845037
第2391次迭代 f(x_i) = 0.000169672006079, x_1 = 0.986974341237468, x_2 = 0.974111854200196
第2392次迭代 f(x_i) = 0.000169296115168, x_1 = 0.987006256820841, x_2 = 0.974113619669395
第2393次迭代 f(x_i) = 0.000168921304458, x_1 = 0.987003190240696, x_2 = 0.974168785603725
第2394次迭代 f(x_i) = 0.000168547347853, x_1 = 0.987035018797977, x_2 = 0.974170555388893
第2395次迭代 f(x_i) = 0.000168174062557, x_1 = 0.987031967341638, x_2 = 0.974225630352504
第2396次迭代 f(x_i) = 0.000167801595271, x_1 = 0.987063725268952, x_2 = 0.974227389184965
第2397次迭代 f(x_i) = 0.000167429675349, x_1 = 0.987060697402299, x_2 = 0.974282398803070
第2398次迭代 f(x_i) = 0.000167058570259, x_1 = 0.987092397659591, x_2 = 0.974284142905978
第2399次迭代 f(x_i) = 0.000166688357160, x_1 = 0.987089374622954, x_2 = 0.974339022928980
第2400次迭代 f(x_i) = 0.000166318945707, x_1 = 0.987121002784500, x_2 = 0.974340764047345
第2401次迭代 f(x_i) = 0.000165950457191, x_1 = 0.987117983495468, x_2 = 0.974395503997254
第2402次迭代 f(x_i) = 0.000165582810054, x_1 = 0.987149534510346, x_2 = 0.974397244783818
第2403次迭代 f(x_i) = 0.000165215958745, x_1 = 0.987146522772244, x_2 = 0.974451868446169
第2404次迭代 f(x_i) = 0.000164849912999, x_1 = 0.987178007096288, x_2 = 0.974453603700825
第2405次迭代 f(x_i) = 0.000164484845171, x_1 = 0.987174994726355, x_2 = 0.974508078889347
第2406次迭代 f(x_i) = 0.000164120575706, x_1 = 0.987206400362025, x_2 = 0.974509814781850
第2407次迭代 f(x_i) = 0.000163757099990, x_1 = 0.987203397618823, x_2 = 0.974564170583925
第2408次迭代 f(x_i) = 0.000163394469924, x_1 = 0.987234733326311, x_2 = 0.974565902772489
第2409次迭代 f(x_i) = 0.000163032706731, x_1 = 0.987231732924358, x_2 = 0.974620120627640
第2410次迭代 f(x_i) = 0.000162671786650, x_1 = 0.987262993623686, x_2 = 0.974621851778406
第2411次迭代 f(x_i) = 0.000162311649032, x_1 = 0.987259999795583, x_2 = 0.974675948089916
第2412次迭代 f(x_i) = 0.000161952343301, x_1 = 0.987291191538671, x_2 = 0.974677675232190
第2413次迭代 f(x_i) = 0.000161593910623, x_1 = 0.987288199305903, x_2 = 0.974731637318350
第2414次迭代 f(x_i) = 0.000161236265735, x_1 = 0.987319318617436, x_2 = 0.974733362305163
第2415次迭代 f(x_i) = 0.000160879475322, x_1 = 0.987316331154594, x_2 = 0.974787197463633
第2416次迭代 f(x_i) = 0.000160523459900, x_1 = 0.987347379791980, x_2 = 0.974788919498300
第2417次迭代 f(x_i) = 0.000160168327020, x_1 = 0.987344396166826, x_2 = 0.974842617369783
第2418次迭代 f(x_i) = 0.000159814011157, x_1 = 0.987375369034298, x_2 = 0.974844339125058
第2419次迭代 f(x_i) = 0.000159460449709, x_1 = 0.987372393104681, x_2 = 0.974897923008742
